sehir,ilce,ev_tipi,metrekare,oda_sayisi,salon_sayisi,banyo_sayisi,bina_yasi,bina_kat_sayisi,bulundugu_kat,balkon,asansor,park_yeri,site_icinde,esyali,isinma_turu,fiyat_tl
Adana,Sarıçam,5+2,130,5,2,3,12,4,2,True,True,True,True,False,Klima,915331
Bursa,Nilüfer,2+1,58,2,1,2,46,10,9,True,True,False,False,False,Soba,417419
Adana,Kozan,2+1,72,2,1,2,30,3,2,False,True,False,True,False,Klima,350032
Konya,Selçuklu,3+1,60,3,1,2,29,8,7,True,True,False,True,False,Kombi,300000
İstanbul,Fatih,4+2,82,4,2,3,7,30,3,False,True,True,False,False,Kombi,1034060
Mersin,Akdeniz,2+1,51,2,1,2,24,30,27,False,True,False,True,False,Soba,300000
Antalya,Kaş,5+1,113,5,1,3,22,20,11,True,False,True,False,False,Merkezi,1073938
Konya,Karatay,5+1,108,5,1,3,35,30,23,True,False,True,False,False,Kombi,426946
İzmir,Balçova,1+1,40,1,1,1,27,3,2,True,True,False,False,True,Doğalgaz,340518
Kayseri,İncesu,5+2,133,5,2,3,15,5,0,True,False,True,True,False,Soba,825508
Gaziantep,İslahiye,4+1,102,4,1,3,15,8,6,True,True,True,True,True,Soba,735706
İzmir,Çiğli,5+2,123,5,2,3,47,4,1,False,False,False,False,True,Kombi,1006381
İstanbul,Zeytinburnu,3+1,70,3,1,2,7,4,4,True,False,True,False,True,Doğalgaz,1193094
İzmir,Bayraklı,3+2,88,3,2,2,18,10,10,False,True,True,False,False,Merkezi,715623
Konya,Selçuklu,4+1,71,4,1,3,21,15,10,True,True,False,True,False,Klima,322659
Konya,Ereğli,4+1,69,4,1,3,24,25,3,False,True,True,False,False,Elektrik,300000
Adana,Ceyhan,2+2,49,2,2,2,22,6,4,False,False,True,True,True,Merkezi,300000
Adana,Aladağ,3+1,71,3,1,2,11,3,2,False,False,True,False,True,Elektrik,399344
Antalya,Side,2+2,89,2,2,2,11,3,2,True,False,False,False,True,Merkezi,1220146
Mersin,Yenişehir,1+0,35,1,0,1,22,8,0,True,True,True,False,True,Doğalgaz,300000
Konya,Beyşehir,1+0,35,1,0,1,48,8,1,False,True,True,False,False,Elektrik,300000
İzmir,Güzelbahçe,5+1,110,5,1,3,29,15,0,False,True,True,True,True,Elektrik,975541
Antalya,Kepez,2+1,55,2,1,2,15,12,0,True,False,True,True,False,Soba,428992
Mersin,Toroslar,1+1,52,1,1,1,21,8,7,False,True,True,True,True,Elektrik,313670
Ankara,Yenimahalle,5+1,96,5,1,3,1,20,20,True,True,False,False,True,Elektrik,1505436
Bursa,Gemlik,3+1,90,3,1,2,27,30,24,False,True,False,False,True,Soba,449956
İzmir,Güzelbahçe,5+1,37,5,1,3,37,10,3,False,True,True,False,False,Elektrik,300000
Konya,Selçuklu,1+1,63,1,1,1,23,12,5,False,False,True,True,False,Kombi,327738
Mersin,Tarsus,3+1,73,3,1,2,13,30,13,True,False,False,True,True,Soba,473226
Bursa,Kestel,4+1,96,4,1,3,22,3,0,False,True,False,False,False,Klima,450842
Gaziantep,Nurdağı,5+2,125,5,2,3,26,3,2,False,True,True,False,False,Soba,485805
Adana,Ceyhan,1+1,56,1,1,1,12,5,2,False,True,True,False,False,Klima,448606
Kayseri,İncesu,2+2,85,2,2,2,13,12,3,False,False,False,False,True,Kombi,433205
Mersin,Yenişehir,2+2,78,2,2,2,24,10,4,True,True,True,False,True,Klima,335360
İzmir,Bornova,5+1,81,5,1,3,12,3,0,False,False,False,True,False,Doğalgaz,850000
İzmir,Buca,2+1,52,2,1,2,1,7,4,True,True,False,True,True,Kombi,787075
Mersin,Toroslar,1+0,35,1,0,1,11,12,2,False,False,True,False,False,Merkezi,300000
Bursa,Nilüfer,2+2,79,2,2,2,35,5,2,False,False,False,False,False,Klima,502117
Ankara,Etimesgut,3+2,85,3,2,2,21,25,23,True,True,True,False,False,Soba,849946
Mersin,Yenişehir,5+2,133,5,2,3,5,20,12,True,True,False,True,True,Kombi,1004896
Antalya,Manavgat,1+1,40,1,1,1,27,8,6,False,True,False,False,False,Elektrik,300000
Konya,Meram,4+1,60,4,1,3,9,10,2,True,False,True,False,True,Elektrik,340732
Gaziantep,Şahinbey,2+1,53,2,1,2,25,8,2,False,False,True,False,False,Merkezi,300000
İstanbul,Pendik,2+2,83,2,2,2,24,7,1,False,False,False,False,True,Kombi,963459
Gaziantep,İslahiye,2+2,92,2,2,2,6,25,2,False,False,True,False,False,Doğalgaz,449620
Konya,Selçuklu,1+0,35,1,0,1,18,4,3,True,False,False,False,False,Elektrik,300000
Antalya,Muratpaşa,4+2,108,4,2,3,13,7,2,False,True,False,False,False,Elektrik,1272561
İstanbul,Eyüpsultan,1+1,35,1,1,1,24,8,0,True,True,True,True,True,Elektrik,526268
İzmir,Foça,3+2,116,3,2,2,14,10,4,True,False,True,True,False,Soba,1355062
İstanbul,Beyoğlu,5+2,137,5,2,3,34,30,20,False,True,False,False,False,Merkezi,1970033
İstanbul,Fatih,4+1,84,4,1,3,26,30,20,False,True,True,False,False,Klima,918926
Mersin,Tarsus,3+1,62,3,1,2,2,30,25,False,True,False,False,True,Soba,481115
Mersin,Erdemli,1+0,35,1,0,1,8,20,12,False,True,False,True,True,Merkezi,325163
İzmir,Çiğli,4+1,80,4,1,3,41,12,9,True,True,True,True,False,Kombi,627591
Ankara,Beypazarı,4+1,83,4,1,3,24,30,22,False,False,False,False,True,Soba,722721
Adana,Çukurova,5+1,67,5,1,3,19,12,2,True,True,False,False,False,Doğalgaz,300000
Kayseri,Melikgazi,3+2,80,3,2,2,1,15,11,False,False,False,False,False,Elektrik,360478
Konya,Meram,2+1,53,2,1,2,10,20,18,False,False,False,True,False,Klima,300000
Konya,Karatay,2+2,71,2,2,2,20,15,4,True,True,False,True,True,Doğalgaz,492552
Kayseri,Talas,2+1,62,2,1,2,20,5,5,False,False,True,False,False,Soba,307231
Adana,Ceyhan,1+1,52,1,1,1,28,25,21,False,True,False,False,False,Soba,300000
Konya,Karatay,2+1,71,2,1,2,4,10,4,False,False,True,True,False,Klima,441917
Gaziantep,Nizip,2+2,89,2,2,2,4,6,5,True,True,True,False,True,Soba,554717
Kayseri,Kocasinan,2+1,40,2,1,2,16,20,20,False,True,False,True,True,Merkezi,307641
Adana,Ceyhan,3+1,76,3,1,2,27,5,3,False,True,False,True,True,Kombi,335673
Kayseri,İncesu,3+2,75,3,2,2,24,6,5,True,True,False,True,False,Kombi,442496
Bursa,Kestel,1+1,35,1,1,1,29,3,0,False,False,True,False,False,Elektrik,300000
Mersin,Yenişehir,5+2,94,5,2,3,26,25,17,False,False,True,False,False,Elektrik,422223
İstanbul,Ataşehir,2+2,73,2,2,2,24,30,29,False,True,True,True,False,Klima,1102162
Ankara,Elmadağ,2+1,52,2,1,2,28,8,6,True,True,False,True,False,Doğalgaz,412821
Adana,Ceyhan,1+1,47,1,1,1,17,12,11,False,False,False,False,False,Merkezi,300000
Antalya,Kalkan,4+1,95,4,1,3,35,20,1,True,False,True,True,False,Klima,812846
Adana,Ceyhan,4+1,79,4,1,3,23,7,2,False,False,False,True,True,Kombi,347046
Kayseri,Talas,2+2,38,2,2,2,1,7,3,False,True,True,False,False,Elektrik,300000
Mersin,Erdemli,4+2,152,4,2,3,22,10,7,False,True,False,False,False,Merkezi,737589
İzmir,Seferihisar,4+2,102,4,2,3,19,12,2,True,True,False,True,False,Kombi,894573
Bursa,Yıldırım,4+1,83,4,1,3,27,20,3,False,False,False,True,True,Elektrik,606810
Bursa,İnegöl,1+0,35,1,0,1,2,10,10,True,False,True,True,False,Klima,463003
Mersin,Mezitli,3+1,81,3,1,2,27,7,2,True,False,True,True,False,Klima,445580
Antalya,Kepez,3+1,77,3,1,2,1,30,26,False,True,True,True,True,Klima,1535909
Kayseri,İncesu,3+2,103,3,2,2,32,4,4,False,True,True,False,True,Merkezi,590690
Ankara,Gölbaşı,3+1,65,3,1,2,22,4,4,False,False,True,False,True,Elektrik,600857
Konya,Beyşehir,3+1,72,3,1,2,24,20,20,True,False,False,False,False,Elektrik,334860
İzmir,Gaziemir,4+2,77,4,2,3,13,12,8,False,True,False,False,False,Elektrik,501192
Konya,Meram,2+1,60,2,1,2,15,12,0,False,False,True,True,True,Merkezi,357749
Antalya,Kepez,3+2,94,3,2,2,36,8,8,True,True,True,True,False,Klima,1032899
Antalya,Alanya,4+2,98,4,2,3,28,12,1,True,True,False,True,True,Merkezi,1286128
İzmir,Seferihisar,2+1,40,2,1,2,15,20,5,False,False,False,True,False,Merkezi,300000
Antalya,Alanya,2+1,57,2,1,2,28,7,5,False,False,False,False,False,Merkezi,300000
İstanbul,Çekmeköy,1+0,35,1,0,1,27,10,5,False,False,True,True,True,Elektrik,583872
Antalya,Aksu,5+1,95,5,1,3,19,3,2,False,True,True,False,False,Doğalgaz,971100
Ankara,Mamak,2+1,44,2,1,2,30,8,7,False,True,False,False,True,Soba,348766
Kayseri,Develi,2+2,73,2,2,2,5,3,0,False,False,False,False,False,Doğalgaz,342112
Konya,Karatay,1+1,59,1,1,1,35,8,6,True,False,True,True,False,Kombi,300000
Adana,Aladağ,4+2,80,4,2,3,25,25,8,False,True,True,True,False,Soba,403892
Konya,Beyşehir,3+1,78,3,1,2,17,5,2,False,False,False,True,False,Soba,415066
Kayseri,Melikgazi,2+1,77,2,1,2,19,4,3,False,True,True,False,True,Klima,386962
Gaziantep,Şahinbey,4+2,86,4,2,3,18,8,8,False,True,True,True,True,Klima,440780
İzmir,Torbalı,4+2,98,4,2,3,20,4,4,True,True,False,False,False,Merkezi,862972
İzmir,Foça,5+1,113,5,1,3,30,4,1,False,False,False,True,False,Klima,754784
Antalya,Muratpaşa,5+2,107,5,2,3,1,10,0,False,False,True,False,True,Klima,2003916
Adana,Aladağ,3+2,75,3,2,2,10,25,21,False,True,True,True,True,Soba,845317
İzmir,Karşıyaka,1+0,35,1,0,1,35,15,1,False,True,False,False,True,Elektrik,356049
Bursa,Mudanya,4+1,116,4,1,3,12,5,3,True,False,True,True,False,Doğalgaz,1050775
Gaziantep,Şahinbey,3+2,87,3,2,2,27,30,27,False,True,False,False,False,Kombi,300000
Bursa,Orhangazi,5+2,110,5,2,3,10,4,0,True,True,True,True,False,Elektrik,1251627
Kayseri,Talas,5+1,52,5,1,3,6,10,3,False,False,False,True,False,Doğalgaz,382332
İstanbul,Çekmeköy,2+2,56,2,2,2,13,10,1,False,True,False,False,True,Elektrik,823803
Ankara,Altındağ,2+2,72,2,2,2,13,12,0,True,True,True,True,True,Kombi,1092288
Mersin,Mezitli,2+1,40,2,1,2,32,30,15,True,True,False,False,False,Kombi,300000
Gaziantep,Şehitkamil,2+1,82,2,1,2,27,15,4,False,True,True,True,False,Kombi,300000
Antalya,Manavgat,5+1,98,5,1,3,0,7,5,False,True,False,True,True,Merkezi,1473426
İstanbul,Esenler,2+2,85,2,2,2,7,20,16,True,True,False,True,True,Merkezi,1719262
Ankara,Keçiören,3+2,79,3,2,2,48,12,6,False,True,True,False,False,Merkezi,639921
Antalya,Konyaaltı,5+1,129,5,1,3,15,25,17,True,False,False,True,True,Kombi,2048817
Mersin,Mezitli,2+1,67,2,1,2,5,6,5,True,False,False,True,True,Kombi,469029
Antalya,Konyaaltı,4+1,67,4,1,3,30,8,7,False,True,False,False,False,Elektrik,731085
İzmir,Güzelbahçe,1+0,35,1,0,1,43,30,28,True,True,True,True,True,Elektrik,401970
İstanbul,Zeytinburnu,2+1,55,2,1,2,4,10,5,False,False,False,True,False,Merkezi,856061
Bursa,Kestel,5+2,86,5,2,3,5,7,7,False,False,False,True,False,Soba,862080
Konya,Akşehir,3+2,107,3,2,2,28,25,3,False,True,False,False,True,Klima,411382
İzmir,Karşıyaka,3+1,64,3,1,2,4,12,1,False,True,False,False,False,Merkezi,860063
Mersin,Yenişehir,4+2,94,4,2,3,47,5,3,True,True,True,True,True,Elektrik,598978
Adana,Aladağ,5+2,163,5,2,3,47,5,4,True,False,True,True,False,Kombi,713237
Ankara,Altındağ,2+1,54,2,1,2,50,25,20,True,True,False,True,False,Doğalgaz,396747
Gaziantep,Oğuzeli,2+2,90,2,2,2,19,15,13,False,True,False,True,True,Soba,483667
Mersin,Erdemli,4+1,72,4,1,3,25,6,5,True,True,False,True,True,Merkezi,546773
İzmir,Torbalı,3+1,91,3,1,2,29,10,2,False,True,True,False,True,Kombi,706151
Antalya,Konyaaltı,2+2,49,2,2,2,27,4,4,True,False,True,False,False,Doğalgaz,625839
Ankara,Polatlı,4+1,71,4,1,3,50,15,3,False,True,False,False,True,Klima,655119
Kayseri,İncesu,2+1,35,2,1,2,11,4,2,False,False,True,False,False,Klima,300000
İzmir,Menderes,3+2,68,3,2,2,21,7,3,True,False,True,False,False,Merkezi,595182
İstanbul,Arnavutköy,1+1,47,1,1,1,15,7,4,False,False,False,False,True,Doğalgaz,539359
Ankara,Elmadağ,3+2,83,3,2,2,17,6,4,False,False,True,False,False,Klima,794402
Mersin,Erdemli,2+2,80,2,2,2,21,3,0,True,True,True,False,False,Merkezi,431499
İstanbul,Ataşehir,3+2,126,3,2,2,47,12,9,True,False,False,True,True,Klima,1207314
İzmir,Konak,5+1,125,5,1,3,16,4,2,False,False,False,False,False,Kombi,1228241
Antalya,Side,1+0,35,1,0,1,28,8,7,True,True,False,False,False,Kombi,300000
Konya,Meram,5+1,91,5,1,3,27,8,8,False,False,True,True,False,Soba,449544
Kayseri,İncesu,2+1,57,2,1,2,14,10,3,False,False,False,False,True,Kombi,378617
Adana,Seyhan,1+1,35,1,1,1,15,6,4,False,True,False,True,True,Doğalgaz,300000
Ankara,Elmadağ,5+2,86,5,2,3,39,25,12,True,False,False,False,True,Merkezi,713047
Ankara,Elmadağ,4+1,97,4,1,3,2,20,18,True,False,True,True,True,Elektrik,1606843
Antalya,Muratpaşa,3+2,43,3,2,2,27,6,6,True,True,False,True,True,Doğalgaz,653834
Antalya,Döşemealtı,1+0,35,1,0,1,45,20,15,False,True,False,True,False,Elektrik,309833
Kayseri,İncesu,4+1,103,4,1,3,13,30,25,False,False,False,True,False,Klima,484040
Adana,Seyhan,2+1,67,2,1,2,48,8,3,True,True,False,False,True,Klima,368363
Bursa,İnegöl,4+2,66,4,2,3,15,6,3,True,False,False,False,False,Doğalgaz,459266
İzmir,Konak,4+2,92,4,2,3,26,12,8,False,False,True,True,False,Doğalgaz,891055
Antalya,Kalkan,4+1,88,4,1,3,30,30,0,False,False,True,False,True,Elektrik,699866
Konya,Selçuklu,4+2,89,4,2,3,13,30,21,True,False,True,False,True,Klima,528441
İstanbul,Ataşehir,5+2,89,5,2,3,21,4,0,False,True,True,True,True,Kombi,1165409
İstanbul,Arnavutköy,3+2,103,3,2,2,11,30,3,True,False,False,False,False,Elektrik,1097838
Konya,Karatay,5+1,107,5,1,3,13,5,0,True,False,False,False,True,Kombi,573340
Antalya,Manavgat,3+1,46,3,1,2,26,6,2,False,False,True,False,True,Klima,387042
İstanbul,Esenler,1+0,35,1,0,1,1,25,11,True,True,True,False,False,Soba,537722
İstanbul,Gaziosmanpaşa,5+2,104,5,2,3,7,8,1,False,True,True,False,True,Elektrik,2121999
İzmir,Güzelbahçe,5+1,109,5,1,3,17,20,5,True,False,True,True,True,Soba,1217410
Antalya,Kepez,5+1,83,5,1,3,25,25,5,True,True,False,True,True,Klima,1103205
Adana,Sarıçam,4+2,138,4,2,3,5,10,7,True,False,True,False,True,Kombi,1156900
Konya,Karatay,2+2,80,2,2,2,3,3,2,True,True,False,False,True,Soba,484575
Adana,Yüreğir,3+2,75,3,2,2,29,6,2,False,False,False,True,False,Doğalgaz,318763
Konya,Meram,5+1,102,5,1,3,24,15,15,False,False,False,True,True,Kombi,612290
Ankara,Sincan,5+2,129,5,2,3,25,30,28,True,False,True,True,True,Soba,1138297
Gaziantep,Şehitkamil,5+1,114,5,1,3,44,15,1,True,False,True,True,True,Merkezi,462116
İzmir,Buca,5+1,87,5,1,3,17,4,1,True,True,False,True,True,Soba,1030480
İstanbul,Zeytinburnu,5+1,132,5,1,3,38,5,3,False,False,True,True,True,Klima,2636716
Bursa,Gemlik,2+2,88,2,2,2,28,25,18,True,False,False,True,False,Merkezi,496032
Gaziantep,Oğuzeli,3+1,78,3,1,2,21,12,4,False,True,False,True,True,Doğalgaz,433127
Ankara,Keçiören,2+1,55,2,1,2,10,12,1,False,True,False,False,False,Klima,679824
Antalya,Aksu,5+2,120,5,2,3,34,7,1,False,True,True,False,True,Kombi,1283055
Mersin,Yenişehir,3+2,103,3,2,2,1,12,1,True,False,True,True,True,Kombi,1071375
Gaziantep,İslahiye,5+1,110,5,1,3,9,12,11,True,True,True,False,True,Klima,682166
İstanbul,Beyoğlu,5+1,84,5,1,3,14,7,2,True,True,False,False,True,Soba,1439730
Mersin,Yenişehir,3+1,77,3,1,2,8,5,5,False,True,False,True,True,Klima,730873
Mersin,Toroslar,4+2,112,4,2,3,23,5,1,True,True,True,False,True,Klima,856132
İzmir,Menderes,5+1,94,5,1,3,6,8,0,True,True,False,True,True,Merkezi,1343296
Kayseri,Melikgazi,3+1,55,3,1,2,25,25,1,True,True,False,False,False,Elektrik,300000
Kayseri,İncesu,3+2,103,3,2,2,29,30,7,False,False,False,False,True,Merkezi,468190
Mersin,Toroslar,3+1,66,3,1,2,27,5,2,False,False,True,False,True,Merkezi,322222
Antalya,Konyaaltı,1+0,35,1,0,1,30,12,6,True,False,True,False,True,Merkezi,408380
Gaziantep,Nizip,3+2,107,3,2,2,19,30,14,False,False,False,False,False,Kombi,398908
Mersin,Mezitli,3+1,78,3,1,2,10,6,5,True,False,False,False,False,Elektrik,454473
Antalya,Döşemealtı,2+2,79,2,2,2,4,5,3,False,False,False,True,True,Kombi,1054760
Adana,Aladağ,2+1,67,2,1,2,24,25,12,True,False,True,True,False,Klima,345255
İzmir,Çiğli,5+2,126,5,2,3,20,5,5,True,True,False,False,False,Kombi,955170
İzmir,Torbalı,3+2,51,3,2,2,26,8,8,True,True,True,True,True,Doğalgaz,658372
Adana,Kozan,1+1,42,1,1,1,7,8,5,True,False,True,False,False,Klima,300000
Konya,Ereğli,5+1,108,5,1,3,13,30,5,True,True,True,True,False,Doğalgaz,621488
Mersin,Tarsus,2+2,95,2,2,2,24,5,4,False,True,True,True,False,Doğalgaz,554416
İstanbul,Beyoğlu,2+2,89,2,2,2,17,12,6,True,False,False,True,False,Doğalgaz,1191693
Konya,Beyşehir,5+2,142,5,2,3,2,8,5,True,True,True,False,False,Kombi,945340
Ankara,Altındağ,3+1,65,3,1,2,11,25,10,False,False,True,False,True,Soba,774951
Antalya,Döşemealtı,4+2,66,4,2,3,18,7,0,True,True,True,False,False,Merkezi,690998
Gaziantep,Oğuzeli,1+0,35,1,0,1,26,7,7,False,True,True,True,True,Soba,300000
Gaziantep,Şehitkamil,3+2,63,3,2,2,5,10,6,False,False,False,False,False,Merkezi,326406
Adana,Yüreğir,5+1,83,5,1,3,22,30,8,False,False,False,True,False,Elektrik,440519
Ankara,Altındağ,5+1,84,5,1,3,1,15,3,True,True,True,True,False,Doğalgaz,953652
İzmir,Güzelbahçe,3+1,55,3,1,2,5,4,0,True,False,True,True,False,Elektrik,743804
Adana,Kozan,1+1,45,1,1,1,5,20,3,True,True,True,True,True,Elektrik,382454
Ankara,Çankaya,2+2,81,2,2,2,6,25,7,True,False,False,True,False,Kombi,1293917
Konya,Akşehir,2+1,72,2,1,2,30,12,4,True,False,True,True,True,Kombi,443774
Bursa,Gemlik,2+1,54,2,1,2,26,15,6,True,True,True,False,True,Kombi,321742
Gaziantep,Nurdağı,5+2,105,5,2,3,23,7,6,True,False,False,False,True,Klima,466766
İstanbul,Arnavutköy,4+1,67,4,1,3,0,7,2,True,False,False,True,False,Doğalgaz,1017689
Konya,Meram,1+1,50,1,1,1,30,8,5,True,False,False,False,False,Elektrik,300000
Konya,Selçuklu,3+2,91,3,2,2,15,7,7,True,True,True,True,False,Merkezi,512676
Konya,Ereğli,5+1,90,5,1,3,45,10,7,False,True,True,False,False,Doğalgaz,300000
İzmir,Torbalı,5+1,111,5,1,3,9,10,10,False,True,False,True,True,Klima,1714063
İzmir,Buca,1+1,35,1,1,1,17,3,3,False,False,True,True,False,Merkezi,300000
İzmir,Çiğli,4+2,72,4,2,3,9,7,3,False,False,False,True,False,Elektrik,632941
İstanbul,Ataşehir,1+1,46,1,1,1,29,4,2,False,True,True,False,True,Merkezi,460477
Konya,Meram,4+1,67,4,1,3,13,25,5,False,True,True,False,False,Elektrik,300000
Adana,Kozan,2+1,61,2,1,2,0,8,7,False,False,False,True,True,Soba,514416
Bursa,İnegöl,3+2,77,3,2,2,23,7,5,True,True,False,True,True,Kombi,648160
Konya,Akşehir,3+2,81,3,2,2,21,3,2,False,True,False,True,False,Merkezi,350617
Kayseri,Talas,1+1,62,1,1,1,37,12,6,False,True,False,True,False,Kombi,310756
Bursa,Osmangazi,5+1,70,5,1,3,22,8,7,False,False,False,False,True,Elektrik,546778
Bursa,Nilüfer,4+1,96,4,1,3,27,30,1,False,True,False,False,True,Soba,655489
Antalya,Döşemealtı,2+1,68,2,1,2,5,7,0,False,True,False,False,True,Merkezi,1067445
Gaziantep,İslahiye,2+1,45,2,1,2,41,20,14,True,False,False,False,True,Elektrik,300000
Kayseri,İncesu,4+1,99,4,1,3,8,5,4,True,True,True,False,False,Soba,644870
İzmir,Gaziemir,2+2,87,2,2,2,29,15,0,False,False,True,False,True,Elektrik,672517
Antalya,Alanya,5+2,123,5,2,3,21,20,1,True,False,True,True,True,Kombi,1251263
Ankara,Polatlı,2+1,71,2,1,2,2,30,7,False,False,True,False,False,Doğalgaz,942934
Konya,Ereğli,4+2,98,4,2,3,29,3,3,True,True,True,False,True,Doğalgaz,472227
Antalya,Döşemealtı,3+1,49,3,1,2,5,3,0,True,False,True,True,True,Kombi,843018
İzmir,Seferihisar,2+1,65,2,1,2,14,15,10,False,True,False,False,True,Elektrik,632916
Gaziantep,İslahiye,1+1,57,1,1,1,21,3,1,True,True,False,True,False,Elektrik,300000
Ankara,Beypazarı,5+1,105,5,1,3,17,15,5,True,True,False,False,False,Klima,781449
Gaziantep,Şehitkamil,3+1,70,3,1,2,12,20,8,False,False,False,True,False,Merkezi,308561
İstanbul,Sultanbeyli,5+2,120,5,2,3,24,25,21,True,True,True,True,False,Doğalgaz,1647824
Bursa,Mudanya,5+2,111,5,2,3,12,30,23,False,False,False,True,True,Klima,1129370
Antalya,Döşemealtı,4+2,94,4,2,3,1,3,2,True,False,True,False,False,Elektrik,944145
Adana,Sarıçam,2+2,106,2,2,2,19,20,5,False,True,True,True,True,Doğalgaz,855276
Kayseri,Melikgazi,1+0,35,1,0,1,14,7,0,False,True,True,True,False,Kombi,300000
Bursa,Orhangazi,5+1,85,5,1,3,16,4,2,False,True,True,False,True,Soba,795389
Konya,Karatay,1+1,49,1,1,1,26,25,23,False,True,True,True,True,Elektrik,300000
Bursa,Kestel,5+2,96,5,2,3,13,30,17,True,False,True,True,True,Doğalgaz,899403
Gaziantep,Nurdağı,2+2,64,2,2,2,19,3,0,False,False,True,True,True,Elektrik,300000
Ankara,Sincan,4+1,81,4,1,3,8,30,15,True,False,True,True,False,Doğalgaz,894912
İstanbul,Gaziosmanpaşa,2+2,89,2,2,2,38,15,15,True,False,False,True,False,Merkezi,1226512
Konya,Akşehir,2+1,52,2,1,2,30,8,5,True,False,False,False,True,Klima,300000
Gaziantep,Oğuzeli,3+2,100,3,2,2,9,8,4,False,False,False,True,False,Kombi,511285
Adana,Çukurova,3+2,92,3,2,2,22,12,12,True,False,True,False,True,Klima,584701
İzmir,Seferihisar,3+1,77,3,1,2,3,30,12,True,True,True,True,False,Klima,839664
İzmir,Menderes,3+1,83,3,1,2,41,25,22,False,True,False,False,False,Klima,631849
Gaziantep,Şehitkamil,5+2,97,5,2,3,26,8,6,True,False,True,True,True,Klima,463546
Ankara,Gölbaşı,2+1,67,2,1,2,9,4,2,False,True,True,True,True,Doğalgaz,994010
İstanbul,Pendik,1+1,57,1,1,1,33,6,1,True,False,False,True,False,Soba,821638
Gaziantep,Şahinbey,5+2,96,5,2,3,18,7,5,True,False,False,False,True,Elektrik,336041
Konya,Meram,3+2,96,3,2,2,2,8,5,False,False,True,False,False,Elektrik,601029
Konya,Meram,2+2,75,2,2,2,33,3,3,False,False,True,True,True,Elektrik,449320
Ankara,Gölbaşı,2+2,57,2,2,2,10,30,10,False,True,False,False,False,Kombi,600752
Kayseri,İncesu,1+1,41,1,1,1,21,3,1,False,True,True,False,False,Elektrik,300000
Kayseri,İncesu,4+2,144,4,2,3,2,25,23,True,False,True,False,False,Kombi,879219
İstanbul,Pendik,5+2,102,5,2,3,5,8,6,True,True,True,False,False,Kombi,1948074
İstanbul,Çekmeköy,2+1,54,2,1,2,12,10,0,True,False,False,True,False,Elektrik,726461
Ankara,Keçiören,2+1,59,2,1,2,30,5,1,True,False,False,False,False,Doğalgaz,300000
Mersin,Erdemli,5+1,94,5,1,3,3,25,17,False,True,False,False,False,Doğalgaz,521526
Ankara,Keçiören,4+1,74,4,1,3,19,25,11,True,True,True,True,True,Doğalgaz,1173300
Kayseri,Kocasinan,3+1,53,3,1,2,23,12,10,False,False,True,True,False,Doğalgaz,303410
Mersin,Yenişehir,3+1,67,3,1,2,12,6,1,False,True,False,True,True,Doğalgaz,480092
Mersin,Erdemli,4+1,96,4,1,3,2,20,16,True,False,True,False,True,Kombi,828683
Konya,Ereğli,3+2,101,3,2,2,9,6,0,True,True,True,True,True,Merkezi,866296
Mersin,Yenişehir,5+2,107,5,2,3,29,5,1,False,True,False,False,True,Merkezi,462440
İstanbul,Kartal,2+2,61,2,2,2,28,3,1,False,False,True,True,False,Klima,606676
Mersin,Akdeniz,2+1,93,2,1,2,23,6,4,False,True,False,True,False,Doğalgaz,538689
Mersin,Yenişehir,2+1,43,2,1,2,13,25,1,False,False,False,False,False,Klima,300000
Kayseri,Talas,4+1,90,4,1,3,19,12,8,True,False,False,True,False,Soba,470854
Mersin,Tarsus,5+2,127,5,2,3,13,25,2,False,False,True,False,False,Kombi,673960
Kayseri,Kocasinan,5+1,92,5,1,3,41,7,3,False,False,False,False,True,Klima,396971
İzmir,Torbalı,4+1,84,4,1,3,28,6,5,False,True,False,True,True,Elektrik,519544
Antalya,Döşemealtı,3+1,67,3,1,2,41,20,20,True,False,False,True,False,Merkezi,512171
Antalya,Kalkan,3+2,94,3,2,2,8,15,10,True,False,True,False,False,Doğalgaz,1577397
Ankara,Mamak,4+1,89,4,1,3,25,12,7,False,False,True,False,True,Merkezi,740938
Konya,Akşehir,1+1,55,1,1,1,18,12,6,True,True,True,True,False,Doğalgaz,327021
İstanbul,Kadıköy,4+1,89,4,1,3,23,4,4,True,True,False,True,True,Elektrik,2012281
Kayseri,Melikgazi,1+0,38,1,0,1,23,4,2,False,False,True,True,True,Klima,300000
Kayseri,Develi,4+1,90,4,1,3,38,15,11,True,True,False,True,True,Merkezi,407472
Bursa,Osmangazi,2+1,65,2,1,2,30,4,4,False,False,True,True,True,Merkezi,449036
